,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
109,KA Pollard,JDP Oram,CH Gayle,1,0,1,151,,38,16,2,-,3.0,16,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
110,CH Gayle,JDP Oram,KA Pollard,0,1,1,152,,55,53,2,wides,3.0,16,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
111,CH Gayle,JDP Oram,KA Pollard,4,0,4,156,,59,54,2,-,4.0,16,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
112,CH Gayle,JDP Oram,KA Pollard,1,1,2,158,,60,55,2,noballs,4.0,16,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
113,KA Pollard,JDP Oram,CH Gayle,0,0,0,158,,38,17,2,-,5.0,16,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
114,KA Pollard,JDP Oram,CH Gayle,1,0,1,159,,39,18,2,-,6.0,16,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
115,KA Pollard,TG Southee,CH Gayle,6,0,6,165,,45,19,2,-,1.0,17,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
116,KA Pollard,TG Southee,CH Gayle,0,0,0,165,,45,20,2,-,2.0,17,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
117,KA Pollard,TG Southee,CH Gayle,0,0,0,165,,45,21,2,-,3.0,17,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
118,KA Pollard,TG Southee,CH Gayle,0,0,0,165,,45,22,2,-,4.0,17,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
119,KA Pollard,TG Southee,CH Gayle,1,0,1,166,,46,23,2,-,5.0,17,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
120,CH Gayle,TG Southee,KA Pollard,2,0,2,168,,62,56,2,-,6.0,17,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
121,KA Pollard,DAJ Bracewell,CH Gayle,0,0,0,168,,46,24,2,-,1.0,18,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
122,KA Pollard,DAJ Bracewell,CH Gayle,6,0,6,174,,52,25,2,-,2.0,18,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
123,KA Pollard,DAJ Bracewell,CH Gayle,1,0,1,175,,53,26,2,-,3.0,18,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
124,CH Gayle,DAJ Bracewell,KA Pollard,0,1,1,176,,62,57,2,wides,3.0,18,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
125,CH Gayle,DAJ Bracewell,KA Pollard,6,0,6,182,,68,58,2,-,4.0,18,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
126,CH Gayle,DAJ Bracewell,KA Pollard,6,0,6,188,,74,59,2,-,5.0,18,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
127,CH Gayle,DAJ Bracewell,KA Pollard,6,0,6,194,,80,60,2,-,6.0,18,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
128,KA Pollard,TG Southee,CH Gayle,4,0,4,198,,57,27,2,-,1.0,19,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
129,KA Pollard,TG Southee,CH Gayle,4,0,4,202,,61,28,2,-,2.0,19,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
130,KA Pollard,TG Southee,CH Gayle,1,0,1,203,,62,29,2,-,3.0,19,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
131,CH Gayle,TG Southee,KA Pollard,4,0,4,207,,84,61,2,-,4.0,19,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
132,CH Gayle,TG Southee,KA Pollard,1,0,1,208,,85,62,2,-,5.0,19,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
133,KA Pollard,TG Southee,CH Gayle,1,0,1,209,,63,30,2,-,6.0,19,0,,,,field,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2012,06,New Zealand_West Indies_2012-06-30,West Indies,West Indies,New Zealand,True,209
