,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
103,MD Shanaka,Faheem Ashraf,GSNFG Jayasuriya,6,0,6,149,,15,5,3,-,5.0,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
104,MD Shanaka,Faheem Ashraf,GSNFG Jayasuriya,1,0,1,150,,16,6,3,-,6.0,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
105,MD Shanaka,Mohammad Amir,GSNFG Jayasuriya,0,0,0,150,,16,7,3,-,1.0,17,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
106,MD Shanaka,Mohammad Amir,GSNFG Jayasuriya,0,1,1,151,,16,8,3,legbyes,2.0,17,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
107,GSNFG Jayasuriya,Mohammad Amir,MD Shanaka,1,0,1,152,,2,3,3,-,3.0,17,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
108,MD Shanaka,Mohammad Amir,GSNFG Jayasuriya,1,0,1,153,,17,9,3,-,4.0,17,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
109,GSNFG Jayasuriya,Mohammad Amir,MD Shanaka,0,0,0,153,,2,4,3,-,5.0,17,"{'by': 'Pakistan', 'umpire': 'Aleem Dar', 'batter': 'GSNFG Jayasuriya', 'decision': 'struck down'}",0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
110,GSNFG Jayasuriya,Mohammad Amir,MD Shanaka,0,0,0,153,,2,5,3,-,6.0,17,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
111,MD Shanaka,Mohammad Hasnain,GSNFG Jayasuriya,0,0,0,153,,17,10,4,-,1.0,18,,caught,MD Shanaka,Umar Akmal,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
112,GSNFG Jayasuriya,Mohammad Hasnain,I Udana,0,0,0,153,,2,6,5,-,2.0,18,,caught,GSNFG Jayasuriya,Ahmed Shehzad,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
113,PWH de Silva,Mohammad Hasnain,I Udana,0,0,0,153,,0,1,5,-,3.0,18,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
114,PWH de Silva,Mohammad Hasnain,I Udana,1,0,1,154,,1,2,5,-,4.0,18,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
115,I Udana,Mohammad Hasnain,PWH de Silva,1,0,1,155,,1,1,5,-,5.0,18,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
116,PWH de Silva,Mohammad Hasnain,I Udana,4,0,4,159,,5,3,5,-,6.0,18,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
117,I Udana,Mohammad Amir,PWH de Silva,2,0,2,161,,3,2,5,-,1.0,19,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
118,I Udana,Mohammad Amir,PWH de Silva,1,0,1,162,,4,3,5,-,2.0,19,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
119,PWH de Silva,Mohammad Amir,I Udana,0,0,0,162,,5,4,5,-,3.0,19,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
120,PWH de Silva,Mohammad Amir,I Udana,1,0,1,163,,6,5,5,-,4.0,19,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
121,I Udana,Mohammad Amir,PWH de Silva,1,0,1,164,,5,4,5,-,5.0,19,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
122,PWH de Silva,Mohammad Amir,I Udana,1,0,1,165,,7,6,5,-,6.0,19,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,True,165
