,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
113,SA Yadav,JO Holder,AR Patel,0,0,0,140,38,61,49,6,5,lbw,SA Yadav,,18,-,"{'by': 'West Indies', 'umpire': 'GO Brathwaite', 'batter': 'SA Yadav', 'decision': 'upheld', 'type': 'wicket'}",bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
114,Arshdeep Singh,JO Holder,AR Patel,1,0,1,141,37,1,1,6,6,0,,,18,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
115,Arshdeep Singh,R Shepherd,AR Patel,1,0,1,142,36,2,2,6,1,0,,,19,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
116,AR Patel,R Shepherd,Arshdeep Singh,1,0,1,143,35,5,5,6,2,0,,,19,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
117,Arshdeep Singh,R Shepherd,AR Patel,6,0,6,149,29,8,3,6,3,0,,,19,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
118,Arshdeep Singh,R Shepherd,AR Patel,0,0,0,149,29,8,4,7,4,bowled,Arshdeep Singh,,19,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
119,Kuldeep Yadav,R Shepherd,AR Patel,0,0,0,149,29,0,1,8,5,lbw,Kuldeep Yadav,,19,-,"{'by': 'West Indies', 'umpire': 'N Duguid', 'batter': 'Kuldeep Yadav', 'decision': 'upheld', 'type': 'wicket'}",bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
120,YS Chahal,R Shepherd,AR Patel,0,0,0,149,29,0,1,8,6,0,,,19,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
121,AR Patel,JO Holder,YS Chahal,0,0,0,149,29,5,6,8,1,0,,,20,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
122,AR Patel,JO Holder,YS Chahal,0,4,4,153,25,5,7,8,2,0,,,20,byes,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
123,AR Patel,JO Holder,YS Chahal,6,0,6,159,19,11,8,8,3,0,,,20,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
124,AR Patel,JO Holder,YS Chahal,2,0,2,161,17,13,9,8,4,0,,,20,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
125,AR Patel,JO Holder,YS Chahal,0,0,0,161,17,13,10,9,5,caught,AR Patel,R Shepherd,20,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
126,Mukesh Kumar,JO Holder,YS Chahal,4,0,4,165,13,4,1,9,6,0,,,20,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,165
