,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
113,NLTC Perera,DJ Bravo,MD Shanaka,,4,0,4,128,68,9,7,6,6,-,18,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
114,MD Shanaka,AD Russell,NLTC Perera,,1,0,1,129,67,19,20,6,1,-,19,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
115,NLTC Perera,AD Russell,MD Shanaka,,1,0,1,130,66,10,8,6,2,-,19,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
116,MD Shanaka,AD Russell,NLTC Perera,,0,1,1,131,65,19,21,6,3,byes,19,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
117,NLTC Perera,AD Russell,MD Shanaka,,6,0,6,137,59,16,9,6,4,-,19,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
118,NLTC Perera,AD Russell,MD Shanaka,,2,0,2,139,57,18,10,6,5,-,19,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
119,NLTC Perera,AD Russell,MD Shanaka,,0,0,0,139,57,18,11,6,6,-,19,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
120,MD Shanaka,DJ Bravo,NLTC Perera,,4,0,4,143,53,23,22,6,1,-,20,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
121,MD Shanaka,DJ Bravo,NLTC Perera,,1,0,1,144,52,24,23,6,2,-,20,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
122,NLTC Perera,DJ Bravo,MD Shanaka,,1,0,1,145,51,19,12,6,3,-,20,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
123,MD Shanaka,DJ Bravo,NLTC Perera,,0,1,1,146,50,24,24,6,4,wides,20,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
124,MD Shanaka,DJ Bravo,NLTC Perera,,6,0,6,152,44,30,25,6,5,-,20,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
125,MD Shanaka,DJ Bravo,NLTC Perera,,1,0,1,153,43,31,26,6,6,-,20,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
126,NLTC Perera,DJ Bravo,MD Shanaka,,2,0,2,155,41,21,13,6,7,-,20,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies
