,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
113,Mushfiqur Rahim,SN Thakur,Mehedi Hasan Miraz,2,0,2,146,30,61,49,5,1,19,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
114,Mushfiqur Rahim,SN Thakur,Mehedi Hasan Miraz,0,0,0,146,30,61,50,5,2,19,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
115,Mushfiqur Rahim,SN Thakur,Mehedi Hasan Miraz,1,0,1,147,29,62,51,5,3,19,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
116,Mehedi Hasan Miraz,SN Thakur,Mushfiqur Rahim,1,0,1,148,28,7,4,5,4,19,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
117,Mushfiqur Rahim,SN Thakur,Mehedi Hasan Miraz,1,0,1,149,27,63,52,5,5,19,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
118,Mehedi Hasan Miraz,SN Thakur,Mushfiqur Rahim,0,0,0,149,27,7,5,5,6,19,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
119,Mushfiqur Rahim,Mohammed Siraj,Mehedi Hasan Miraz,1,0,1,150,26,64,53,5,1,20,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
120,Mehedi Hasan Miraz,Mohammed Siraj,Mushfiqur Rahim,0,0,0,150,26,7,6,6,2,20,,caught,Mehedi Hasan Miraz,SK Raina,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
121,Mushfiqur Rahim,Mohammed Siraj,Abu Hider,4,0,4,154,22,68,54,6,3,20,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
122,Mushfiqur Rahim,Mohammed Siraj,Abu Hider,0,1,1,155,21,68,55,6,4,20,,0,,,wides,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
123,Mushfiqur Rahim,Mohammed Siraj,Abu Hider,4,0,4,159,17,72,56,6,5,20,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
124,Mushfiqur Rahim,Mohammed Siraj,Abu Hider,0,0,0,159,17,72,57,6,6,20,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
125,Mushfiqur Rahim,Mohammed Siraj,Abu Hider,0,0,0,159,17,72,58,6,7,20,,0,,,-,field,Bangladesh,2,"R.Premadasa Stadium, Khettarama",2018,03,India_Bangladesh_2018-03-14,India,Bangladesh,India
