,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
113,Mehedi Hasan Miraz,KOK Williams,Nazmul Islam,0,0,0,132,13,11,13,8,1,caught,Mehedi Hasan Miraz,AR Nurse,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
114,Nazmul Islam,KOK Williams,Rubel Hossain,0,1,1,133,12,3,8,8,2,0,,,18,wides,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
115,Nazmul Islam,KOK Williams,Rubel Hossain,4,0,4,137,8,7,9,8,3,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
116,Nazmul Islam,KOK Williams,Rubel Hossain,0,0,0,137,8,7,10,9,4,caught,Nazmul Islam,D Ramdin,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
117,Mustafizur Rahman,KOK Williams,Rubel Hossain,0,0,0,137,8,0,1,9,5,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
118,Mustafizur Rahman,KOK Williams,Rubel Hossain,1,0,1,138,7,1,2,9,6,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
119,Rubel Hossain,KOK Williams,Mustafizur Rahman,1,0,1,139,6,1,1,9,7,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
120,Rubel Hossain,CR Brathwaite,Mustafizur Rahman,0,1,1,140,5,1,2,9,1,0,,,19,legbyes,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
121,Mustafizur Rahman,CR Brathwaite,Rubel Hossain,1,0,1,141,4,2,3,9,2,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
122,Rubel Hossain,CR Brathwaite,Mustafizur Rahman,0,0,0,141,4,1,3,9,3,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
123,Rubel Hossain,CR Brathwaite,Mustafizur Rahman,1,0,1,142,3,2,4,9,4,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
124,Mustafizur Rahman,CR Brathwaite,Rubel Hossain,0,0,0,142,3,2,4,9,5,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
125,Mustafizur Rahman,CR Brathwaite,Rubel Hossain,1,0,1,143,2,3,5,9,6,0,,,19,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies,143
