,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
105,MD Shanaka,T Shamsi,C Karunaratne,0,0,0,94,9,13,22,7,2,-,18,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
106,MD Shanaka,T Shamsi,C Karunaratne,1,0,1,95,8,14,23,7,3,-,18,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
107,C Karunaratne,T Shamsi,MD Shanaka,1,0,1,96,7,6,10,7,4,-,18,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
108,MD Shanaka,T Shamsi,C Karunaratne,4,0,4,100,3,18,24,7,5,-,18,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
109,MD Shanaka,T Shamsi,C Karunaratne,0,0,0,100,3,18,25,7,6,-,18,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
110,C Karunaratne,PWA Mulder,MD Shanaka,1,0,1,101,2,7,11,7,1,-,19,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
111,MD Shanaka,PWA Mulder,C Karunaratne,0,0,0,101,2,18,26,8,2,-,19,caught,MD Shanaka,HE van der Dussen,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
112,C Karunaratne,PWA Mulder,PVD Chameera,2,0,2,103,0,9,12,8,3,-,19,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
113,C Karunaratne,PWA Mulder,PVD Chameera,6,0,6,109,-6,15,13,8,4,-,19,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
114,C Karunaratne,PWA Mulder,PVD Chameera,1,0,1,110,-7,16,14,8,5,-,19,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
115,PVD Chameera,PWA Mulder,C Karunaratne,1,0,1,111,-8,1,1,8,6,-,19,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
116,PVD Chameera,T Shamsi,C Karunaratne,1,0,1,112,-9,2,2,8,1,-,20,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
117,C Karunaratne,T Shamsi,PVD Chameera,0,0,0,112,-9,16,15,8,2,-,20,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
118,C Karunaratne,T Shamsi,PVD Chameera,0,0,0,112,-9,16,16,8,3,-,20,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
119,C Karunaratne,T Shamsi,PVD Chameera,0,0,0,112,-9,16,17,8,4,-,20,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
120,C Karunaratne,T Shamsi,PVD Chameera,2,0,2,114,-11,18,18,8,5,-,20,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
121,C Karunaratne,T Shamsi,PVD Chameera,6,0,6,120,-17,24,19,8,6,-,20,0,,,,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-14,South Africa,Sri Lanka,South Africa,120
