,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
106,Sahibzada Farhan,TG Southee,Shaheen Shah Afridi,1,0,1,113,,16,10,6,5,0,,,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
107,Shaheen Shah Afridi,TG Southee,Sahibzada Farhan,0,0,0,113,,1,5,6,6,0,,,17,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
108,Sahibzada Farhan,MJ Henry,Shaheen Shah Afridi,1,0,1,114,,17,11,6,1,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
109,Shaheen Shah Afridi,MJ Henry,Sahibzada Farhan,0,0,0,114,,1,6,7,2,caught,Shaheen Shah Afridi,R Ravindra,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
110,Abbas Afridi,MJ Henry,Sahibzada Farhan,6,0,6,120,,6,1,7,3,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
111,Abbas Afridi,MJ Henry,Sahibzada Farhan,2,0,2,122,,8,2,7,4,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
112,Abbas Afridi,MJ Henry,Sahibzada Farhan,0,0,0,122,,8,3,7,5,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
113,Abbas Afridi,MJ Henry,Sahibzada Farhan,6,0,6,128,,14,4,7,6,0,,,18,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
114,Sahibzada Farhan,LH Ferguson,Abbas Afridi,2,0,2,130,,19,12,7,1,0,,,19,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
115,Sahibzada Farhan,LH Ferguson,Abbas Afridi,0,0,0,130,,19,13,7,2,0,,,19,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
116,Sahibzada Farhan,LH Ferguson,Abbas Afridi,0,0,0,130,,19,14,8,3,caught,Sahibzada Farhan,GD Phillips,19,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
117,Usama Mir,LH Ferguson,Abbas Afridi,1,0,1,131,,1,1,8,4,0,,,19,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
118,Abbas Afridi,LH Ferguson,Usama Mir,0,2,2,133,,14,5,8,5,0,,,19,legbyes,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
119,Abbas Afridi,LH Ferguson,Usama Mir,1,0,1,134,,15,6,8,6,0,,,19,-,,bat,Pakistan,1,"Hagley Oval, Christchurch",2024,01,Pakistan_New Zealand_2024-01-21,Pakistan,Pakistan,New Zealand,True,134
