,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
113,BJ McCarthy,B Muzarabani,J Little,0,0,0,131,43,15,13,9,2,0,,,19,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
114,BJ McCarthy,B Muzarabani,J Little,0,0,0,131,43,15,14,9,3,0,,,19,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
115,BJ McCarthy,B Muzarabani,J Little,1,0,1,132,42,16,15,9,4,0,,,19,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
116,J Little,B Muzarabani,BJ McCarthy,1,0,1,133,41,3,5,9,5,0,,,19,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
117,BJ McCarthy,B Muzarabani,J Little,6,0,6,139,35,22,16,9,6,0,,,19,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
118,J Little,R Ngarava,BJ McCarthy,0,0,0,139,35,3,6,9,1,0,,,20,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
119,J Little,R Ngarava,BJ McCarthy,0,0,0,139,35,3,7,9,2,0,,,20,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
120,J Little,R Ngarava,BJ McCarthy,0,0,0,139,35,3,8,9,3,0,,,20,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
121,J Little,R Ngarava,BJ McCarthy,4,0,4,143,31,7,9,9,4,0,,,20,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
122,J Little,R Ngarava,BJ McCarthy,0,0,0,143,31,7,10,9,5,0,,,20,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
123,J Little,R Ngarava,BJ McCarthy,0,0,0,143,31,7,11,9,6,0,,,20,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe
