,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
100,PBB Rajapaksa,Mohammad Saifuddin,KIC Asalanka,1,0,1,143,28,41,24,4,4,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
101,KIC Asalanka,Mohammad Saifuddin,PBB Rajapaksa,1,0,1,144,27,65,44,4,5,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
102,PBB Rajapaksa,Mohammad Saifuddin,KIC Asalanka,4,0,4,148,23,45,25,4,6,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
103,KIC Asalanka,Shakib Al Hasan,PBB Rajapaksa,1,0,1,149,22,66,45,4,1,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
104,PBB Rajapaksa,Shakib Al Hasan,KIC Asalanka,2,0,2,151,20,47,26,4,2,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
105,PBB Rajapaksa,Shakib Al Hasan,KIC Asalanka,1,0,1,152,19,48,27,4,3,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
106,KIC Asalanka,Shakib Al Hasan,PBB Rajapaksa,0,0,0,152,19,66,46,4,4,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
107,KIC Asalanka,Shakib Al Hasan,PBB Rajapaksa,6,0,6,158,13,72,47,4,5,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
108,KIC Asalanka,Shakib Al Hasan,PBB Rajapaksa,1,0,1,159,12,73,48,4,6,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
109,KIC Asalanka,Mustafizur Rahman,PBB Rajapaksa,0,0,0,159,12,73,49,4,1,0,,,17,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
110,KIC Asalanka,Mustafizur Rahman,PBB Rajapaksa,1,0,1,160,11,74,50,4,2,0,,,17,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
111,PBB Rajapaksa,Mustafizur Rahman,KIC Asalanka,0,0,0,160,11,48,28,4,3,0,,,17,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
112,PBB Rajapaksa,Mustafizur Rahman,KIC Asalanka,2,0,2,162,9,50,29,4,4,0,,,17,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
113,PBB Rajapaksa,Mustafizur Rahman,KIC Asalanka,1,0,1,163,8,51,30,4,5,0,,,17,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
114,KIC Asalanka,Mustafizur Rahman,PBB Rajapaksa,0,0,0,163,8,74,51,4,6,0,,,17,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
115,PBB Rajapaksa,Nasum Ahmed,KIC Asalanka,2,0,2,165,6,53,31,4,1,0,,,18,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
116,PBB Rajapaksa,Nasum Ahmed,KIC Asalanka,0,0,0,165,6,53,32,5,2,bowled,PBB Rajapaksa,,18,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
117,MD Shanaka,Nasum Ahmed,KIC Asalanka,1,0,1,166,5,1,1,5,3,0,,,18,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
118,KIC Asalanka,Nasum Ahmed,MD Shanaka,2,0,2,168,3,76,52,5,4,0,,,18,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
119,KIC Asalanka,Nasum Ahmed,MD Shanaka,4,0,4,172,-1,80,53,5,5,0,,,18,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh,172
